time1 time2 time3 time4 time5
CWF19L2 0.451898810066366 0.810004699372538 -0.178109076094325 -0.27667531650318 0.437388781521329
MYCBP2 0.0133779096967891 -0.00245049923482243 -0.164528860881369 -0.610511091666109 -0.336511915512762
RPL23 -0.029276182370632 -0.255440304865444 -0.278579550458423 -0.56910217295356 -0.443818796912493
RPL19 -0.0124971626829022 -0.291132012008753 -0.223175386144563 -0.261470639012782 -0.644686942884343
MRPS7 -0.102590949588091 -0.293488202375508 -0.300299473665638 -0.546659906440835 -0.28143119699561
VEZF1 -0.0112093614203034 -0.284277218055128 NA -0.536351357995483 -0.181675061414897
RBM42 0.0968537246756153 -0.302757715638036 -0.400756503183251 -0.542604750260758 -0.534758869344362
DCAKD -0.178364081846803 -0.234256047688296 NA -0.636450616678977 -0.251325232327958
RPL18A -0.00158609235402637 -0.380064458843981 -0.321812674667221 -0.445832624207628 -0.752834208750317
NKRF -0.169540231459797 -0.19484351199952 -0.187134291474536 -0.0404015152842066 -0.583326519110026
RRP8 -0.00518437585972323 -0.648925559453121 -1.2218152278737 -1.41283571005016 -1.56934525961792
AKAP8 -0.102590949588091 -0.354226457349926 -0.444773065522451 -0.771040414436778 -0.74226496704013
CCNT1 -0.114233744427088 -0.339137384919585 -1.16117825007981 -0.929260776134585 -0.901339982640886
SH2D1A 0.116035167379692 0.027086823481222 -0.254835882785763 -0.513591806499573 -0.793271654498083
DUSP11 -0.151339301042281 -1.51929027903653 -2.08739494812151 -2.15254039728115 -1.84915860971469
SEMA7A 0.0859100749458133 0.0398441886676393 -0.231801022777157 -0.504671235385739 -0.696528045680674
UTP20 -0.308360875198613 -0.356143810225275 NA -1.21741685841058 -0.911116306378219
NSA2 -0.656450606305339 -0.727615550940965 -0.785676088992904 -0.768501947434259 -0.86504778922595
ECD 0.408339729774472 0.332625567121899 0.291750951284917 0.0287783581454976 -0.239275825882558
CD4 0.291521384461317 0.176495184999693 -0.0253123430460691 -0.340277404766254 -1.31487050853683
DNTT -0.0404015152842066 -0.108892401632409 -0.127765328148545 -0.459431618637297 -0.587749018366928
TYMS 0.237285506979147 0.151666503869433 -0.116763971297723 -0.421909973094829 -0.636821799556406
HIST1H2AC;HIST3H2A;HIST1H2AB -0.199373960721821 -0.618896412163088 -0.415542354198697 -0.345736995164043 -0.507515586479229
SRPR -0.172615521813478 -0.492519787969485 -0.280006078301305 -0.356481902256871 -0.277746757355166
H2AFV;H2AFZ -0.0753272507070651 -0.438399319609223 -0.242450073677701 -0.309409049240119 -0.203389117367087
HIST1H1C;HIST1H1E;HIST1H1D 0.00715907381431772 -0.726133673181897 -0.529970829136579 -0.65058076460224 -0.338338834684812
ITGAM -0.0478175480213695 -0.382611923015188 -0.262914176237417 -0.703720889700991 -0.0450235216984977
TOP1 -0.0291348040530228 -0.419215260067954 -0.316493337775315 -0.825541427101827 -0.156396616597665
UNG -0.863621339742205 -2.42223300068305 -2.12541967005477 -0.914947150479577 -2.44365969075949
ITGA4 0.106637789236129 0.0814611074887627 -0.589092309935938 -0.481918877834791 -0.620961696931431
TCF3 0.132056105717179 -0.265556915602505 -0.618050670053344 -0.680774425492461 -0.68885174386588
HIST1H1B 1.29760841569195 -0.474773476312133 -0.383054501449792 -0.970043751262245 -0.465086378886066
ZNF24 -0.0901759497902069 -0.411751628964522 -0.888928291584564 -1.03365205249 -0.83745889932575
RPL7 -0.0209110655816899 0.0453718765013001 -0.370610693490593 -0.147957881387101 -0.653885488716646
ERCC3 -0.084744620868468 -0.402394750500615 -0.568810414880324 -0.371726121906207 -0.398788147633769
CCNA2 0.62493275793239 0.0538380967722264 -0.138290233779912 -0.327917257418648 -0.137372363693398
CD247 0.231633563013376 -0.165686877029875 -0.42201765699418 -0.555030801182208 -0.109026176498367
DNMT1 0.112162828913259 -0.142870845096642 -0.282499112935971 -0.619553868981616 -0.363227157469133
RPL13 -0.0848806535912965 -0.41153471496007 -0.342440963779175 -0.553163870509496 -0.75403231835604
WEE1 0.0542724517412297 0.0775128802812988 -0.0636409926426958 -0.550211157565391 -0.107955630087393
GNA15 0.266350642145462 -0.229587922740652 0.00473981729086034 -0.424169648802638 -0.759667186017661
SLC7A1 -0.109561151953051 -0.126840735277693 -0.144176924346527 -0.467696836372603 -0.756340152251853
RRM2 0.30409524488827 0.292139532223843 -0.106884288691543 -0.213378390725062 -0.483261159952127
RFC1 -0.0756010848240282 -0.339365460967944 -0.360645202460216 -0.684549469183843 -0.496513480876802
TCF7 -0.0692897127155347 -1.4075159119463 -1.91188328940579 -1.94136927826228 -2.08797193790006
RPL4 -0.00302648288989857 -0.158207747625736 -0.253263199259806 -0.31695666818183 -0.729618024690564
CASP2 -0.0402612230644346 -0.224410781870753 -0.364684481928229 -0.631895859053805 -0.586404474895063
NOP2 0.105286987428879 -0.330099418068484 -0.429428502087252 -0.451013242943973 -0.457646819392444
RPS9 -0.000576962631520594 -0.295487943059753 -0.303926836480695 -0.276198865032242 -0.59024270806259
RPS10;RPS10P5 -0.0745054363636297 0.0454165408301153 -0.405774577949876 -0.269990634488318 -0.58880456701555
RPL34 -0.0727232310216204 -0.488515008957812 -0.411426245726465 -0.136191386287144 -0.828875259594331
LIG3 0.0621735344444044 -0.239764626510947 -0.459221756822848 -0.290896181188303 -0.358171174969554
CDK9 0.0442705938839361 -0.325961996171852 -0.415109632227579 -0.453543917542687 -0.590338533179087
RPS8 -0.0519984677970024 -0.260868738615679 -0.186627326682922 -0.375734538583156 -0.640065582532893
RPS13 0.000274138101713342 -0.321812674667221 -0.31173560197927 -0.372952097911829 -0.583326519110026
RPL7A -0.0366088286051013 -0.45543901456305 -0.425244442148101 -0.536351357995483 -0.768586635000888
HIST1H4A -0.0503275535584249 -0.40718957187911 -0.32400408139443 -0.688225127327241 -0.0772429989324604
HIST1H3A -0.0665370023957912 -0.468948180180051 -0.345169250856654 -0.709290635723358 -0.0688771408503078
NOP14 -0.103665482765697 -0.851679090869806 -1.59029062141644 -1.84486767607451 -1.7660438430127
TFAP4 -0.0604624879861069 -0.414893222560799 -0.804384035441342 -0.981341227700802 -1.17331935353604
EXOSC10 -0.0340748202705722 -0.338338834684812 -0.348232419239271 -0.760944774176444 -0.394294620494657
SATB1 0.14228965994923 0.171368418311981 -0.0791562066176435 -0.355692897566225 -0.70549139374708
RPL6 -0.00791308164326498 -0.249141903280347 -0.189033824390017 -0.278579550458423 -0.820893749228565
TOP2B 0.0489493995137875 -0.405883472922256 -0.142348082144681 -0.519944414183025 0.0984128694468383
CENPC1 -0.192825403552391 -0.57162827441807 -0.823097147349204 -1.26285405768169 NA
RLF 0.0208380151250753 -0.048096653272944 -0.0199153677076859 -0.531468799410177 -0.22650852980868
SNW1 -0.0628124924050211 -0.304627854492976 -0.501413666875781 -0.479230561206336 -0.281787256815826
CDC2L5 0.0132177437192849 -0.484395962502666 -1.16748638996565 -1.31527638701493 -1.54007687965076
TFDP1 -0.0709388213434375 0.0248834502877441 -0.498455128471235 -0.265916914366915 -0.272978695373574
TFDP2 -0.118226813792948 -0.493749794473168 -0.423524388244335 -0.587461007377938 -0.894526770257394
WRN -0.104739216216237 -0.676538226720689 -0.879235245527705 -0.768332557385821 -0.862907585756396
FRG1 0.388600962272458 0.151666503869433 0.0335104675756453 -0.210014737709273 -0.0453031679565721
HLTF -0.0957219222733257 -2.29024744758719 -1.13336624310422 -1.94714246537322 -2.32739994609742
RRP1B 0.0317248897612929 0.0134507182924012 -0.548436624696042 -0.463727071988511 -0.81467346256818
KIAA0182 0.116817141360531 -0.0884130097267249 -0.366028399157119 -0.694300770342678 -0.805292455600712
BMS1 -0.104336659814736 -0.596553552742506 -0.907813625096747 -0.897937398420046 -1.12201002012581
PPP2R5D 0.0880707045765179 -0.168128529576949 -0.0112093614203034 -0.13815914522947 -0.767315799224828
ZNF638 0.097486441673519 -0.177726482932068 -0.44752630116891 -0.537942090749452 -0.311968051031716
NUMA1 -0.0646069752973919 -0.513894946764927 -1.09936253975777 -1.35558014737736 -1.3489122409942
PPP2R5A -0.00173019613888269 0.058397847851088 0.0610894578843468 -0.355918371512278 -1.1263121303287
KIAA0020 0.0637860989935915 -0.222557291348728 -0.230571941904652 -0.469156631999643 -0.587076903264676
TAF7 0.00624594354943753 -0.522959661987221 -0.4623664831444 -0.633384708557343 -0.708054771328352
MRPL23 0.522633519932765 -0.557385581423525 -0.476848252021543 -0.873104470124098 -0.307545101899586
IFI16 -0.0608774728993346 -0.340391357220078 -0.253868280441719 -0.5760867241794 -0.419107366784361
HIST2H2AC;HIST2H2AA3 -0.0844725169369015 -0.431034530351614 -0.318345767261359 -0.302406794557726 -0.385817544851695
TSR1 0.0445086378223355 -0.0904469802326514 -0.202386375334789 -0.532765783386853 -0.562865167656164
DNTTIP2 -0.136585152847626 -1.05491791912896 -1.08630822330885 -0.872789368006237 -1.06626144226872
TRIT1 -0.213005038545048 -0.205017088160167 -0.159241659730106 -0.257372755606801 -0.584000383285773
HP1BP3 0.0133342263030865 -0.48655992818524 -0.286644621016439 -0.498353001614512 -0.000576962631520594
UBAP2 -0.104873376726018 0.0268663346694289 -0.490775481672922 -0.381061828424588 -0.132642642539619
PARD3 0.558474026343896 0.180282773879645 0.0718002519954233 0.136124966136442 0.120074709870489
TBC1D9B -0.876094512729909 -0.0761485971800829 -0.429321369941442 -1.5403745061903 0.0247220019460974
RPL7L1 -0.126047755205939 -0.188654117836729 -0.452911664939964 -0.400756503183251 -0.626485862905507
WDR74 -0.0453031679565721 -0.145612247166476 -0.131457785479088 -0.572501664642034 -0.595121691996172
SASS6 -0.0469799081444094 -0.435521921343928 -0.663481253310046 -0.497229128787606 -0.345282817593508
BCOR 0.0353130424441569 -1.32262042236168 NA NA -2.10003572116184
CCNI2 0.158848062542269 -0.00259451670845239 -0.446679711228449 -0.603786553123299 -0.901494455047575
ZNF574 0.0140624556057572 -0.255923660273564 -0.490775481672922 -0.54399071966485 -0.523361219304096
ACAD8 -0.479954831690671 -0.581977845763114 -0.583326519110026 -0.406427824526981 -0.209890007234039
LARP4 0.00294610393217677 -0.118226813792948 -0.589188211490857 -0.431783398803876 -0.508732879512401
RG9MTD1 -0.0754641742625126 -0.42320164970806 -0.219214995795424 -0.318808503225839 -0.207393130458336
DYM 0.313728081055226 0.079447533470923 0.0867678100231515 -0.0154975693953256 -0.07203718077288
RAVER1 -0.0391383939069583 -0.341871920644401 -0.916476644437716 -1.12769930544799 -1.32659487071889
ZGPAT -0.194087052116302 -0.563255771432989 -0.970264679014529 -0.218967110048957 -0.704075164376696
GCET2 -0.0854246562526777 0.0807285735491172 -0.370052655715914 -0.557287542278308 -0.718526026462262
GLT25D1 -0.283092058175047 -0.10929368902294 -0.0974759590132686 -0.396817102869038 -0.357833478629491
DDX54 -0.00647756407120474 -0.758388465479352 -0.939527499675566 -1.15205358688785 -1.37339764919421
CHAC2 0.0527452990319717 0.370097882028937 -0.0166389421137891 -0.00633393372205048 -0.211510662883539
TRUB1 -0.0909888884147722 -1.1662655367238 -0.159758338056298 -0.139600464585515 -0.148999162587764
TRMT61A -0.0607391578576786 -0.417920007811965 0.0591040974230146 -0.354452160579562 -0.312665173558394
DDX27 -0.186627326682922 -0.363002822988679 -0.707436441896801 -0.777030385200806 -0.790104741346454
C17orf59 0.614292875342066 0.0872121947612681 0.0381100107542746 -0.205142240625298 0.255012283236175
NSUN5 -0.263995882071239 -0.49988414589191 -0.342668518202499 -0.194969550093418 -0.333996118196453
WRNIP1 -0.0665370023957912 -0.260266586997568 -0.701859519009419 -0.0787464470766484 -0.20326381272108
STRBP -0.0302654428576696 -0.106214296090968 -0.388905884039069 -0.411968510360133 -0.694033266085125
UHRF1 0.0148785090637066 0.00311959166152374 -0.403594950641665 -0.671474547295438 -0.79975046170089
TCF12 -0.112766845428428 -0.563158130402808 -0.909197062991687 -0.980390956061472 -1.25906152925887
CNPY3 -0.407733430987933 -0.0122110839508744 -0.301470587489902 -0.616828166604933 -0.104739216216237
ALG1 -0.274052884078258 -0.58072437630872 -0.206518201665115 -0.588420820493567 -0.387362540835995
DOHH -0.00705194251649007 -0.345396375391268 -0.184470736640092 -0.468531186162872 -0.609187604870425
NOC4L 0.196855641867676 -0.284040263954096 -0.714223533574192 -1.48036853734721 -1.36854487466153
UTP14A -0.178873958169795 -1.11975456484805 -1.59526494203758 -1.70168212029528 -1.51782998480927
LSM14B 0.364867854350343 0.0138293822328657 0.0834927822164975 -0.0546401305383454 -0.00547185121005944
C14orf156 -0.0294175468350917 -0.460899797187532 -0.32780231537653 -0.210139457401669 -0.279174108489047
TOLLIP -0.0538064436957938 -0.0934249594191029 -0.128953220386006 -0.0701145026613282 -2.30296238018966
MAGT1 -0.0306892040711404 0.00254138034325957 -0.855192407959154 -0.309059742501584 0.35205006164433
MRPL46 -0.164914969552451 -0.433279970557258 -0.179638434938132 -0.531269159882994 -0.371168515498428
HEATR1 -0.0858325236749548 -0.401302792349114 -0.324349788902188 -0.598269911883213 -0.438718676564791
WDR76 0.408626960924434 -0.319849116804757 -0.316145742293356 -0.334568275666133 -0.430178204437831
C12orf35 -0.0353423807921971 -1.83033646333932 NA -3.31317327978921 -0.976143640046633
POLM -0.0993625397577723 -0.610322096442037 -0.607578879788505 -0.766976720536884 -0.655077003382484
DDX21 -0.0618453070710695 -0.34698524674227 -0.317304068361915 -0.620398730597198 -0.491493980872165
AASDHPPT 0.289686163749868 -0.180147861158429 -0.0915305931206162 -0.10929368902294 -0.197110514712696
PNO1 -0.054917919128958 -0.191815289706898 -0.302991615612752 -0.290778251320179 -0.868054558896204
AGPAT5 0.348408655202346 0.0154616871304986 0.0755048054550999 -0.0018742855313508 -0.0194884295913602
GNL3L -0.22909566135538 -0.936967660188074 -0.858140180280651 -0.626205482953038 -1.21679629102279
KLHL11 -0.00977712161152997 -0.597602681499927 -0.0180643893603616 0.0221412826085271 -0.404576190457916
RBM28 -0.0160683686276536 -0.850639425893325 -0.906351888895075 -1.20683073714886 -0.95821164810969
ZNHIT6 0.244514170649224 -0.292428392886718 -1.0279325286485 -0.0865120465742818 -0.108491002592243
DDX56 -0.0724488500696925 -0.282499112935971 -0.557875677239934 -0.873498251014958 -0.756169328139299
GLTSCR2 0.0522515661181563 -0.423094054149902 -0.788852727867817 -0.936967660188074 -0.809908292383426
RPS6KB2 0.0316806473001703 0.23494057264851 -0.458486999974326 0.513378291892507 -0.486971744370407
CGGBP1 -0.193834810653838 -0.00417776078910992 -0.559834397303065 -0.756510956140158 -0.148348449915649
BAZ1B 0.115863189969504 -0.323658291026245 -0.351854439132379 -0.963400137716715 -0.756937877411255
LEF1 -0.248170473201803 -0.948451337669823 -1.47979966147908 -1.46733165655231 -1.33032892730233
RALY -0.0156402903768823 -0.218967110048957 -0.495081119183904 -0.739156825713946 -0.860049033361449
PLEKHG1 0.0977797461078956 -0.0532503847022501 -0.414676780426886 -0.18840092460321 -0.410558198142582
TPX2 0.128030219733224 -0.738292263429494 -1.29448841920133 -0.912343283577261 -0.744333347381359
NOB1 -0.263875732577862 -0.180784391078699 -0.456595905126213 -0.659924558402378 -0.95865710767711
AKAP8L -0.0333701384605921 -0.197739606006356 -0.449534963478289 -0.556797246592743 -0.406645507672002
NOTCH3 0.142385197394719 -0.2368293354864 -0.694568225008834 -0.979659551715824 -0.847515928040447
NOL7 0.0544372412894452 -0.529071299829111 -0.218967110048957 -0.289008145530796 -0.419538891513784
DIMT1L -0.0739572999433244 -0.280362489973778 -0.419538891513784 -0.579759427412543 -0.69438992740731
RRP7A -0.105812151129231 -0.350949786310206 -0.53684865042083 -0.754802006590781 -0.737859787920129
SALL2 0.27282013747502 -0.0250287944915225 -0.49579747779314 -0.129876460833131 -0.168513676197494
VPRBP -0.0472591754780128 -0.235727059838058 -0.529371205253929 -0.864968579022461 -1.12934896721084
MMACHC 0.179661711567695 -0.356707252935381 -0.404140166263924 0.16708568801813 -0.540721659568037
GTF3C3 0.539918003672946 0.133527170284152 0.114706783570654 -0.236339539168374 -0.0356239097307212
